,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
655,Is It Like the Flu? Is It a Major Threat? Trump’s Changing Coronavirus Message,2020-04-03T14:40:09+0000,"Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government;Epidemics;Influenza;Rumors and Misinformation",False,False
656,"Corrections: April 4, 2020",2020-04-04T03:37:04+0000,,True,True
657,Memories of the 1918 Pandemic From Those Who Survived,2020-04-04T09:00:08+0000,Epidemics;Influenza;United States,True,True
658,Holdout States Resist Calls for Stay-at-Home Orders: ‘What Are You Waiting For?’,2020-04-03T22:25:48+0000,Coronavirus (2019-nCoV);Shutdowns (Institutional);Quarantines;States (US);Politics and Government;Governors (US);ARKANSAS;Iowa;Nebraska;North Dakota;South Dakota,True,True
659,Variety: Puns and Anagrams,2020-04-04T15:00:02+0000,,False,True
660,The Coronavirus Test Is Too Hard for Trump,2020-04-03T09:00:21+0000,"Coronavirus (2019-nCoV);Deaths (Fatalities);Trump, Donald J;United States Politics and Government;Epidemics",False,True
661,Covid-19: A Look Back From 2025,2020-04-03T23:57:02+0000,"Coronavirus (2019-nCoV);Presidential Election of 2020;Politics and Government;Trump, Donald J;Biden, Joseph R Jr;Duterte, Rodrigo;Orban, Viktor;United States;Israel;Hungary;China",False,True
662,Variety: Puns and Anagrams,2020-04-04T15:00:02+0000,,True,True
663,How to Get Books When Bookstores and Libraries Are Closed,2020-04-03T09:00:22+0000,Books and Literature;Libraries and Librarians;E-Books and Readers;Audiobooks;Book Trade and Publishing;Shutdowns (Institutional);Coronavirus (2019-nCoV),False,False
664,How to Remove Your Acrylics or Gels at Home,2020-04-03T21:37:42+0000,Nails (Body Part);Do It Yourself,True,True
665,‘We’re Going to See What Else the Word Funeral Can Mean’,2020-04-05T14:07:21+0000,Funerals and Memorials;Grief (Emotion);Coronavirus (2019-nCoV);Deaths (Fatalities),True,True
666,Now’s a Good Time to Teach Your Kids to Play on Their Own,2020-04-03T17:53:34+0000,Children and Childhood;Parenting;Computers and the Internet;Books and Literature;Puzzles;Toys;Coronavirus (2019-nCoV),True,True
667,Why Is Getting a Refund From an Online Travel Agency So Hard?,2020-04-03T09:00:22+0000,Coronavirus (2019-nCoV);Travel and Vacations;Expedia Inc;Hotels and Travel Lodgings;Budget Travel;Airbnb;Priceline;Customer Relations;AIRLINES AND AIRPLANES;HomeAway Inc,True,True
668,The Rise of Virtual Races,2020-04-04T12:00:07+0000,Coronavirus (2019-nCoV);Running;Quarantines;Marathon Running,False,False
669,They Were the Last Couple in Paradise. Now They’re Stranded.,2020-04-05T09:00:06+0000,Travel and Vacations;AIRLINES AND AIRPLANES;Travel Warnings;Coronavirus (2019-nCoV);Honeymoons;Maldives;South Africa;your-feed-selfcare,False,False
670,"Review: In ‘World on Fire,’ War Is the Virus",2020-04-03T18:07:50+0000,"Television;British Broadcasting Corp;Public Broadcasting Service;Bowker, Peter (1958- );Masterpiece (TV Program);World on Fire (TV Program)",False,False
671,How to Keep Kids Safe Online,2020-04-04T12:30:03+0000,Parenting;Coronavirus (2019-nCoV),False,True
672,Trump Picks McConnell Protégé for Influential Appeals Court Seat,2020-04-03T21:40:49+0000,"United States Politics and Government;Federal Courts (US);Appeals Courts (US);AMERICAN BAR ASSN;Federalist Society;Senate;Supreme Court (US);Kavanaugh, Brett M;McConnell, Mitch;Trump, Donald J;Griffith, Thomas B",False,True
673,A Debate Over Masks Uncovers Deep White House Divisions,2020-04-03T23:21:27+0000,"Coronavirus (2019-nCoV);Masks;Protective Clothing and Gear;Trump, Donald J;United States Politics and Government;Epidemics;Centers for Disease Control and Prevention;World Health Organization",False,False
674,31 Slow Cooker Recipes to Cook All Day,2020-04-04T14:15:24+0000,Cooking and Cookbooks;Recipes,False,False
675,Location Data Says It All: Staying at Home During Coronavirus Is a Luxury,2020-04-03T09:00:03+0000,Coronavirus (2019-nCoV);Income Inequality;Labor and Jobs;Paid Time Off;Wages and Salaries;Workplace Hazards and Violations;Quarantines;United States,False,True
676,Quotation of the Day: A $200 Million Delay Means Lean Times for Many Olympic Athletes,2020-04-04T16:20:03+0000,,False,True
677,Pakistan Rearrests 4 Men in Daniel Pearl Case,2020-04-03T17:36:26+0000,"Pakistan;Pearl, Daniel;Sheikh, Ahmed Omar;Terrorism;Murders, Attempted Murders and Homicides;Kidnapping and Hostages;Politics and Government",False,True
678,"In Congress, Doctors Are Pressing for a More Aggressive Coronavirus Response",2020-04-04T15:14:19+0000,"United States Politics and Government;Coronavirus (2019-nCoV);Doctors;Vaccination and Immunization;Quarantines;House of Representatives;Senate;Cassidy, Bill (1957- );Shalala, Donna E;Underwood, Lauren;Medicine and Health",False,True
679,"Chinese-Americans, Facing Abuse, Unite to Aid Hospitals in Coronavirus Battle",2020-04-05T09:00:10+0000,Shortages;Protective Clothing and Gear;Chinese-Americans;Coronavirus (2019-nCoV);Hospitals;Essex County (NJ);New Jersey;Discrimination,False,True
680,Construction in New York Limps Forward Despite Shutdown Order,2020-04-05T18:01:00+0000,Real Estate and Housing (Residential);Coronavirus (2019-nCoV);Building (Construction);Condominiums;Affordable Housing;Buildings Department (NYC);Manhattan (NYC),False,True
681,"Mystery Shipwreck Dates to Before Revolutionary War, Researcher Says",2020-04-05T17:46:56+0000,"Shipwrecks (Historic);Maine;ARCHAEOLOGY AND ANTHROPOLOGY;Claesson, Stefan;York (Me)",False,True
682,"The Bronx Zoo Is Also Empty, but the Animals Don’t Mind",2020-04-03T09:00:25+0000,Bronx Zoo Wildlife Conservation Park;ANIMALS;Wildlife Conservation Society;Zoos;Layoffs and Job Reductions;Shutdowns (Institutional);Coronavirus (2019-nCoV),False,True
683,Some Big Investors Smell Profit in Virus-Plagued Companies,2020-04-03T18:24:27+0000,"Private Equity;Credit and Debt;Banking and Financial Institutions;Coronavirus (2019-nCoV);Hedge Funds;Stocks and Bonds;Avenue Capital Group;Ares Management LLC;Fortress Investment Group L.L.C;Lasry, Marc",False,False
684,The Meaning of Life,2020-04-05T22:00:06+0000,"Crossword Puzzles;Michaels, Andrea Carla;Thomas, Brian (Crossword Constructor)",False,False
685,Top Democrats Press Treasury to Accelerate Airline Bailout,2020-04-05T13:57:26+0000,"United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);AIRLINES AND AIRPLANES;Credit and Debt;Mnuchin, Steven T;Stock Buybacks;Pelosi, Nancy;Schumer, Charles E;Treasury Department",False,False
686,"11 Days After Fuming About a Coughing Passenger, a Bus Driver Died From the Coronavirus",2020-04-04T22:50:53+0000,Buses;Coronavirus (2019-nCoV);Labor and Jobs;Detroit (Mich);Protective Clothing and Gear;Deaths (Fatalities),False,True
687,How to Remove Your Acrylics or Gels at Home,2020-04-03T21:37:42+0000,Nails (Body Part);Do It Yourself,False,True
688,Portraits From New Orleans: A Close-Knit City Keeping a Safe Distance,2020-04-03T09:00:02+0000,Coronavirus (2019-nCoV);Quarantines;New Orleans (La),True,True
689,A Coffee C.E.O.’s Pandemic Diary: ‘We Want to Still Provide an Escape’,2020-04-03T16:06:36+0000,"Stone, Nicholas James;Bluestone Lane Roasting LLC;Coffee;Layoffs and Job Reductions;Coronavirus (2019-nCoV)",False,False
690,"The Hollowness of ‘This, Too, Shall Pass’",2020-04-04T15:00:08+0000,"Black People;Race and Ethnicity;Books and Literature;Coronavirus (2019-nCoV);Butler, Octavia E;Simone, Nina",False,False
691,Of Beards and Bubonic Plague: German Village Prays for a (2nd) Miracle,2020-04-05T17:03:25+0000,Coronavirus (2019-nCoV);Plague;Bavaria (Germany);Oberammergau (Germany);Theater;Epidemics;Roman Catholic Church,False,False
692,Memories of the 1918 Pandemic From Those Who Survived,2020-04-04T09:00:08+0000,Epidemics;Influenza;United States,False,False
693,Holdout States Resist Calls for Stay-at-Home Orders: ‘What Are You Waiting For?’,2020-04-03T22:25:48+0000,Coronavirus (2019-nCoV);Shutdowns (Institutional);Quarantines;States (US);Politics and Government;Governors (US);ARKANSAS;Iowa;Nebraska;North Dakota;South Dakota,False,True
694,Variety: Puns and Anagrams,2020-04-04T15:00:02+0000,,False,True
695,The Coronavirus Test Is Too Hard for Trump,2020-04-03T09:00:21+0000,"Coronavirus (2019-nCoV);Deaths (Fatalities);Trump, Donald J;United States Politics and Government;Epidemics",True,True
696,The Growing Culture of Secrecy at Guantánamo Bay,2020-04-04T09:00:23+0000,Guantanamo Bay Naval Base (Cuba);Detainees;Classified Information and State Secrets;United States Defense and Military Forces;Espionage and Intelligence Services;Military Tribunals;Central Intelligence Agency;September 11 (2001);Terrorism,True,True
697,A Coffee C.E.O.’s Pandemic Diary: ‘We Want to Still Provide an Escape’,2020-04-03T16:06:36+0000,"Stone, Nicholas James;Bluestone Lane Roasting LLC;Coffee;Layoffs and Job Reductions;Coronavirus (2019-nCoV)",True,True
698,What Does a Sports Desk Do When Sports Are on Hold?,2020-04-05T17:30:06+0000,Coronavirus (2019-nCoV);New York Times;Athletics and Sports;Newspapers;News and News Media;Quarantines;Daytona 500 (Auto Race);Playoff Games;Major League Baseball;National Basketball Assn,True,True
699,The Nurse Was Holding Up. Then Her 3 Close Relatives Were Brought In.,2020-04-05T09:00:14+0000,"Coronavirus (2019-nCoV);Ventilators (Medical);Hospitals;Deaths (Fatalities);Nursing Homes;Hackensack University Medical Center;St Joseph's Senior Home (Woodbridge, NJ);Murphy, Philip D (1957- );Bergen County (NJ);New Jersey;Persichilli, Judith M;Holy Name Hospital;Acito, Michele",True,True
700,"Peaks, Testing, Lockdowns: How Coronavirus Vocabulary Causes Confusion",2020-04-03T09:00:31+0000,"Coronavirus (2019-nCoV);Tests (Medical);Deaths (Fatalities);Epidemics;Atlantic, The (Magazine);Italy;Europe;China;United States;South Korea;English Language;Language and Languages",True,True
701,There Is No Way Out but Through,2020-04-04T00:54:17+0000,"Coronavirus (2019-nCoV);New York-Presbyterian Hospital;Politics and Government;Trump, Donald J;Xi Jinping;China;United States;Wuhan (China)",True,True
702,‘Dear Customers’: These Are the Emotional Store Signs of a Closed New York,2020-04-04T09:00:25+0000,Manhattan (NYC);Signs and Signage;Coronavirus (2019-nCoV);Small Business;Shutdowns (Institutional),True,True
703,How a Pharmacist on the Front Lines Spends Her Sundays,2020-04-03T09:00:14+0000,Coronavirus (2019-nCoV);Drugstores;Walgreen Co.;Queens (NYC),False,True
704,How to Keep Kids Safe Online,2020-04-04T12:30:03+0000,Parenting;Coronavirus (2019-nCoV),False,True
705,This Is What Happens When a Narcissist Runs a Crisis,2020-04-05T23:00:06+0000,"Narcissism;Trump, Donald J;Coronavirus (2019-nCoV);United States Politics and Government",False,True
706,Rules for Using the Sidewalk During the Coronavirus,2020-04-05T15:00:06+0000,Sidewalks;Bicycles and Bicycling;Walking;Running;Coronavirus (2019-nCoV);Quarantines,False,True
707,"Review: In ‘World on Fire,’ War Is the Virus",2020-04-03T18:07:50+0000,"Television;British Broadcasting Corp;Public Broadcasting Service;Bowker, Peter (1958- );Masterpiece (TV Program);World on Fire (TV Program)",False,True
708,Homes That Sold for Around $1 Million,2020-04-05T13:00:10+0000,"Real Estate and Housing (Residential);Whitestone (Queens, NY);Roslyn (NY);Greenwich Village (Manhattan, NY);Stamford (Conn);Westfield (NJ);Sleepy Hollow (NY)",False,False
709,Wall St. Caps a Turbulent Week With a Decline,2020-04-03T04:42:41+0000,Coronavirus (2019-nCoV);Stocks and Bonds;Economic Conditions and Trends;International Trade and World Market;Standard & Poor's 500-Stock Index,False,False
710,"For This N.B.A. Rookie, Reality TV Is an Escape That Feels Like Home",2020-04-03T06:55:41+0000,"Television;Basketball;Reality Television;National Basketball Assn;Washington Wizards;Terrace House (TV Program);Hachimura, Rui (1998- )",False,False
711,Anything for Dinner Is OK,2020-04-03T16:30:01+0000,Cooking and Cookbooks,False,False
712,"Just When They’re Needed Most, Clinics for the Poor Face Drastic Cutbacks",2020-04-04T14:07:43+0000,"Health Insurance and Managed Care;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Poverty;Layoffs and Job Reductions;Telemedicine;Medicaid;Family Health Centers Inc;Seattle (Wash)",False,False
713,What Does a Sports Desk Do When Sports Are on Hold?,2020-04-05T17:30:06+0000,Coronavirus (2019-nCoV);New York Times;Athletics and Sports;Newspapers;News and News Media;Quarantines;Daytona 500 (Auto Race);Playoff Games;Major League Baseball;National Basketball Assn,False,False
714,How to Get Books When Bookstores and Libraries Are Closed,2020-04-03T09:00:22+0000,Books and Literature;Libraries and Librarians;E-Books and Readers;Audiobooks;Book Trade and Publishing;Shutdowns (Institutional);Coronavirus (2019-nCoV),False,False
715,"Peaks, Testing, Lockdowns: How Coronavirus Vocabulary Causes Confusion",2020-04-03T09:00:31+0000,"Coronavirus (2019-nCoV);Tests (Medical);Deaths (Fatalities);Epidemics;Atlantic, The (Magazine);Italy;Europe;China;United States;South Korea;English Language;Language and Languages",False,False
716,An Outdated Law Is Preventing Me From Saving Lives,2020-04-04T17:50:03+0000,Executive Orders and Memorandums;Coronavirus (2019-nCoV);Hospitals;your-feed-opinionvideo,True,True
717,Coronavirus Hot Spots Emerging Near New York City,2020-04-04T12:37:59+0000,Coronavirus (2019-nCoV);New York State;New York City,False,False
718,Keeping Bill Withers Alive,2020-04-04T15:00:06+0000,"Music;Withers, Bill (1938- );Ain't No Sunshine (Song)",False,False
719,"Photos: In Rural Towns and on Remote Farms, the Virus Creeps In",2020-04-04T09:00:33+0000,Coronavirus (2019-nCoV);Rural Areas;Oregon;Agriculture and Farming;Ranches;Wilderness Areas;Layoffs and Job Reductions;Quarantines;Hotels and Travel Lodgings;United States,False,False
720,The Growing Culture of Secrecy at Guantánamo Bay,2020-04-04T09:00:23+0000,Guantanamo Bay Naval Base (Cuba);Detainees;Classified Information and State Secrets;United States Defense and Military Forces;Espionage and Intelligence Services;Military Tribunals;Central Intelligence Agency;September 11 (2001);Terrorism,False,False
721,How Bill Withers Defined Soulful Selflessness,2020-04-04T15:56:51+0000,"RHYTHM AND BLUES (MUSIC);Withers, Bill (1938- )",False,False
722,This Brooklyn Landlord Just Canceled Rent for Hundreds of Tenants,2020-04-03T14:13:34+0000,"Salerno, Mario;Landlords;Renting and Leasing (Real Estate);Real Estate and Housing (Residential);Layoffs and Job Reductions;Brooklyn (NYC);Williamsburg (Brooklyn, NY);Coronavirus (2019-nCoV);Altruism",False,False
723,Where to Donate to Bolster a Quieted Arts Scene,2020-04-03T13:37:24+0000,Art;Culture (Arts);Philanthropy;Theater;Books and Literature;Coronavirus (2019-nCoV);Restaurants;ACTORS' FUND OF AMERICA;Dance/NYC;GoFundMe;New York Foundation for the Arts;New York City,False,True
724,"Cristina, Cult Downtown New York Singer, Dies at 64",2020-04-05T18:37:33+0000,Cristina (1956-2020);Deaths (Obituaries);Pop and Rock Music;Coronavirus (2019-nCoV),False,True
725,How an Eye Surgeon Got a Picture of This Rare Pastel Bird,2020-04-03T14:32:30+0000,Birds;Photography;Philippines;Research;your-feed-science,False,True
726,Portraits From New Orleans: A Close-Knit City Keeping a Safe Distance,2020-04-03T09:00:02+0000,Coronavirus (2019-nCoV);Quarantines;New Orleans (La),False,False
727,They Were the Last Couple in Paradise. Now They’re Stranded.,2020-04-05T09:00:06+0000,Travel and Vacations;AIRLINES AND AIRPLANES;Travel Warnings;Coronavirus (2019-nCoV);Honeymoons;Maldives;South Africa;your-feed-selfcare,False,False
728,‘We’re Going to See What Else the Word Funeral Can Mean’,2020-04-05T14:07:21+0000,Funerals and Memorials;Grief (Emotion);Coronavirus (2019-nCoV);Deaths (Fatalities),False,False
729,Now’s a Good Time to Teach Your Kids to Play on Their Own,2020-04-03T17:53:34+0000,Children and Childhood;Parenting;Computers and the Internet;Books and Literature;Puzzles;Toys;Coronavirus (2019-nCoV),False,True
730,We Will Need New Ways to Grieve,2020-04-04T18:30:08+0000,Funerals and Memorials;Easter and Holy Week;Coronavirus (2019-nCoV);Death and Dying;Christians and Christianity,False,True
731,Two More Big Sales at 220 Central Park South,2020-04-03T13:30:09+0000,"Real Estate and Housing (Residential);Condominiums;Luxury Goods and Services;Jacobs, Marc;Manhattan (NYC)",False,True
732,Trump Again Promotes Use of Unproven Anti-Malaria Drug; Deaths in Country May Be Undercounted,2020-04-05T04:14:49+0000,Coronavirus (2019-nCoV),False,True
733,Cuomo Emerges as ‘Trump Whisperer’ During Coronavirus Crisis,2020-04-03T09:00:20+0000,"Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);Cuomo, Andrew M;New York State;Politics and Government;Trump, Donald J;United States Politics and Government",False,True
